ntrees,lr,folds,block,image
100,0.5,F1,0.432416753683722,0.14292539975791552
100,0.5,F2,0.3199614375234321,0.01252817756199065
100,0.5,F3,0.31798605414273995,0.036913963736184385
100,0.5,F4,0.3076646059660284,0.05229702398150826
100,0.5,F5,0.31376107611828763,0.020739355264605575
100,0.5,F6,0.22111584458245648,0.37217289871038817
100,0.5,F7,0.2869055787195862,0.10775581142733004
100,0.5,F8,0.26319231349665473,0.281570996978852
100,0.5,A,0.3078754580291134,0.12836295342734683
100,0.5,T,0.2672165186295997,0.15192622257318522
100,0.75,F1,0.43276482190509336,0.14776708925272342
100,0.75,F2,0.32526377805152373,0.012094676608288557
100,0.75,F3,0.3149610336341263,0.03911724337210143
100,0.75,F4,0.3031630754456516,0.059115862467494895
100,0.75,F5,0.3187253122664674,0.02123445923643963
100,0.75,F6,0.22060257660524563,0.37171926641176856
100,0.75,F7,0.28743336675990927,0.11470779926135133
100,0.75,F8,0.2676693998692087,0.2825377643504532
100,0.75,A,0.3088229205671532,0.13103677012007764
100,0.75,T,0.26687045795362785,0.1687066388403181
125,0.005,F1,0.5377073906485671,0.13238198381856403
125,0.005,F2,0.31765840072840235,0.025836656840645067
125,0.005,F3,0.3450061525840853,0.02835368056057208
125,0.005,F4,0.2889382390012605,0.012770875469517495
125,0.005,F5,0.33575317604355714,0.0206293321597536
125,0.005,F6,0.42945131653236157,0.3800142570150995
125,0.005,F7,0.28062490103974247,0.086682598305453
125,0.005,F8,0.25821218371145427,0.18078549848942593
125,0.005,A,0.34916897003617886,0.10843186033237884
125,0.005,T,0.2811742992271311,0.15051610355914036
125,0.01,F1,0.46177050701937583,0.1306300566987323
125,0.01,F2,0.3195329655615661,0.01404543089994803
125,0.01,F3,0.33521328958162433,0.02654771364588604
125,0.01,F4,0.27975511673969145,0.014504478474429372
125,0.01,F5,0.3271057969467279,0.017878754538453112
125,0.01,F6,0.23071395575630038,0.3804678893137191
125,0.01,F7,0.2785137488784504,0.08590049967412561
125,0.01,F8,0.2579103576638664,0.1769788519637462
125,0.01,A,0.31131446726845036,0.10586920940112997
125,0.01,T,0.2691775291267735,0.147921484573298
125,0.025,F1,0.44616544842789185,0.12715805567942917
125,0.025,F2,0.3223715923089283,0.008063117738859038
125,0.025,F3,0.3288556193601313,0.025500252835368054
125,0.025,F4,0.28173579016865735,0.01958971395550424
125,0.025,F5,0.32304900181488205,0.014358015183188466
125,0.025,F6,0.22568392957963357,0.3733393817639816
125,0.025,F7,0.2752942418324801,0.08511840104279822
125,0.025,F8,0.2592182705367473,0.1874924471299093
125,0.025,A,0.307796736753669,0.10507742316612977
125,0.025,T,0.2662071749913485,0.14191437757346725
125,0.05,F1,0.4433228912866922,0.12881442313817926
125,0.05,F2,0.32119329441379685,0.008670019074041968
125,0.05,F3,0.31988310090237904,0.025897565556599056
125,0.05,F4,0.2816157493547806,0.019358566888182605
125,0.05,F5,0.32374292729796095,0.015513257784134704
125,0.05,F6,0.21880613868500742,0.3737282094485127
125,0.05,F7,0.2747136749881248,0.09081034108190311
125,0.05,F8,0.25896674883042403,0.19631419939577044
125,0.05,A,0.30528056571989576,0.10738832279591548
125,0.05,T,0.2675625793055716,0.14070167522138866
125,0.075,F1,0.4450052210233205,0.1316493597502707
125,0.075,F2,0.3213004124042633,0.009927171839778093
125,0.075,F3,0.3191652994257588,0.028028606515928645
125,0.075,F4,0.301242422423624,0.02097659635943372
125,0.075,F5,0.3187786911497812,0.018538893167565185
125,0.075,F6,0.21890879228044957,0.36329466658026055
125,0.075,F7,0.27835541246635354,0.0960243319574191
125,0.075,F8,0.2586146184415715,0.22441087613293054
125,0.075,A,0.30767135870189033,0.11160631278794832
125,0.075,T,0.2676779328642288,0.14653956793953404
125,0.1,F1,0.44367095950806357,0.13317831432757854
125,0.1,F2,0.32071126345669754,0.010880873937922697
125,0.1,F3,0.3191140278917145,0.028606515928628173
125,0.1,F4,0.3010023407958706,0.032187229124530536
125,0.1,F5,0.3174975979502509,0.02002420508306746
125,0.1,F6,0.21931940666221839,0.38163437236731257
125,0.1,F7,0.27914709452683806,0.09589398218553113
125,0.1,F8,0.2587655314653654,0.26410876132930516
125,0.1,A,0.3074035277821274,0.12081428178548453
125,0.1,T,0.2678221248125505,0.14998025833380335
125,0.25,F1,0.4383919248172642,0.13827482958527104
125,0.25,F2,0.31969364254726584,0.014695682330501114
125,0.25,F3,0.32229286300246107,0.03543307086614178
125,0.25,F4,0.3016625652721926,0.04773186940190699
125,0.25,F5,0.314775274901249,0.022004620970403788
125,0.25,F6,0.2195760406508238,0.3627762296675523
125,0.25,F7,0.28516387818652034,0.10723441233977837
125,0.25,F8,0.25851400975904215,0.28181268882175226
125,0.25,A,0.3075087748921024,0.12624542549791345
125,0.25,T,0.2673607105779213,0.15570534153082516
125,0.5,F1,0.43305487875623627,0.14257501433394915
125,0.5,F2,0.32338921321836,0.012398127275879967
125,0.5,F3,0.3176271534044298,0.03695008307447811
125,0.5,F4,0.30814476922153533,0.05281710488298175
125,0.5,F5,0.3138144550016013,0.02123445923643963
125,0.5,F6,0.22142380536878303,0.37022876028773244
125,0.5,F7,0.2871166939357154,0.10762546165544207
125,0.5,F8,0.26600935660747527,0.28169184290030214
125,0.5,A,0.30882254068926707,0.12819010670590064
125,0.5,T,0.26675510439497063,0.15412600823509504
125,0.75,F1,0.4343311289012647,0.14601516213289167
125,0.75,F2,0.32317497723742705,0.012398127275879967
125,0.75,F3,0.31547374897456937,0.040020226829444505
125,0.75,F4,0.29908168777384314,0.05813348743137825
125,0.75,F5,0.3185117967332124,0.020134228187919434
125,0.75,F6,0.22029461581891907,0.37152485256950296
125,0.75,F7,0.2872750303478123,0.1140560504019118
125,0.75,F8,0.26862518235323707,0.2805438066465257
125,0.75,A,0.3083460210175356,0.13035324268443177
125,0.75,T,0.26629369016034143,0.16969372215014944
150,0.005,F1,0.4689639169277179,0.13238198381856403
150,0.005,F2,0.3174977237427026,0.025836656840645067
150,0.005,F3,0.34203240360951603,0.027450697103229116
150,0.005,F4,0.28647740231678775,0.012770875469517495
150,0.005,F5,0.3329240952279279,0.018373858510287167
150,0.005,F6,0.233947544012729,0.3800142570150995
150,0.005,F7,0.2793054309389349,0.08633499891375185
150,0.005,F8,0.25801096634639564,0.1778851963746224
150,0.005,A,0.31489493539033897,0.10763106550571458
150,0.005,T,0.28108778405813817,0.1502340797563314
150,0.01,F1,0.46136442742777584,0.13040708415620816
150,0.01,F2,0.3199078785281988,0.011054274319403534
150,0.01,F3,0.33229081214109923,0.02625875893953622
150,0.01,F4,0.2790948922633696,0.014504478474429372
150,0.01,F5,0.3261983559303939,0.017878754538453112
150,0.01,F6,0.22825026946568805,0.3806623031559847
150,0.01,F7,0.277563730405869,0.08598739952205081
150,0.01,F8,0.25765883595754313,0.17981873111782476
150,0.01,A,0.3102911502649922,0.10582147302798633
150,0.01,T,0.2684277309955012,0.14603192509447793
150,0.025,F1,0.4462234597981204,0.12757214754411672
150,0.025,F2,0.3223715923089283,0.008019767643488773
150,0.025,F3,0.3249077112387203,0.025500252835368054
150,0.025,F4,0.28173579016865735,0.019647500722334565
150,0.025,F5,0.32240845521511685,0.014358015183188466
150,0.025,F6,0.2255812759841913,0.3630354481239064
150,0.025,F7,0.2752942418324801,0.08485770149902239
150,0.025,F8,0.25901705317168877,0.18712990936555896
150,0.025,A,0.30719244746473795,0.10376509286462304
150,0.025,T,0.2659187910947053,0.14199898471430994
150,0.05,F1,0.4465135166492633,0.12906924890106386
150,0.05,F2,0.32113973541856355,0.009753771458297256
150,0.05,F3,0.31947292863002463,0.02698114570541066
150,0.05,F4,0.29836144289058275,0.020456515457960123
150,0.05,F5,0.32278210739831326,0.01600836175596876
150,0.05,F6,0.218549504696402,0.37385781867668977
150,0.05,F7,0.2771942787776429,0.09359113621551163
150,0.05,F8,0.25866492278283615,0.19395770392749245
150,0.05,A,0.30783480465545354,0.10795946276229931
150,0.05,T,0.2673607105779213,0.1416323537706582
150,0.075,F1,0.44506323239354917,0.13180862585207365
150,0.075,F2,0.3209790584328638,0.010057222125888665
150,0.075,F3,0.31906275635767023,0.028895470634977993
150,0.075,F4,0.30118240201668567,0.03276509679283446
150,0.075,F5,0.3182982811999573,0.01941907800638132
150,0.075,F6,0.21860083149412313,0.36374829887888016
150,0.075,F7,0.27883042170264427,0.09632848142515749
150,0.075,F8,0.25866492278283615,0.2593957703927492
150,0.075,A,0.3075852382975412,0.11780225551361787
150,0.075,T,0.26733187218825705,0.1480342940944216
150,0.1,F1,0.44326487991646357,0.13349684653118432
150,0.1,F2,0.31958652455679937,0.011271024796254525
150,0.1,F3,0.3170118949958983,0.029581738062558705
150,0.1,F4,0.30112238160974736,0.03253394972551282
150,0.1,F5,0.3169638091171133,0.019144020244251325
150,0.1,F6,0.21952471385310268,0.38176398159548963
150,0.1,F7,0.2800971129994194,0.09906582663480334
150,0.1,F8,0.2589164444891594,0.2685196374622356
150,0.1,A,0.3070609701922129,0.12192212813153629
150,0.1,T,0.26764909447456453,0.14935980596762366
150,0.25,F1,0.4376957883745214,0.14066382111231446
150,0.25,F2,0.3198007605377323,0.015085833188833053
150,0.25,F3,0.31983182936833465,0.03546919020443551
150,0.25,F4,0.3013024428305624,0.04819416353655015
150,0.25,F5,0.3148820326678766,0.021564528550995665
150,0.25,F6,0.22085921059385105,0.36206337891257856
150,0.25,F7,0.285111099382488,0.10853791005865743
150,0.25,F8,0.25967100960812917,0.2843504531722054
150,0.25,A,0.307394271670437,0.12699115984207127
150,0.25,T,0.26744722574691426,0.15982288905183595
150,0.5,F1,0.43305487875623627,0.14397655602981463
150,0.5,F2,0.3238712441754593,0.012701577943471487
150,0.5,F3,0.3168580803937654,0.03821425991475835
150,0.5,F4,0.3073044835243983,0.05119907541173074
150,0.5,F5,0.3148820326678766,0.021014413026735568
150,0.5,F6,0.22126982497561976,0.37003434644546696
150,0.5,F7,0.2869055787195862,0.1082772105148816
150,0.5,F8,0.2674178781628854,0.2914803625377643
150,0.5,A,0.3089455001719784,0.12961222522807797
150,0.5,T,0.2675625793055716,0.15359016300975803
150,0.75,F1,0.43177862861120775,0.1478307956934446
150,0.75,F2,0.3254244550372235,0.01213802670365871
150,0.75,F3,0.31634536505332245,0.04095932962508131
150,0.75,F4,0.29914170818078145,0.05720889916209193
150,0.75,F5,0.3200064054659977,0.020189239740345477
150,0.75,F6,0.22049992300980337,0.3649147819324736
150,0.75,F7,0.29091676782604103,0.11214425374755599
150,0.75,F8,0.26872579103576644,0.2844108761329305
150,0.75,A,0.30910488052751794,0.12997452534219778
150,0.75,T,0.26629369016034143,0.15796153195329687
200,0.005,F1,0.4634528367560041,0.13075746958017453
200,0.005,F2,0.31760484173316905,0.019117392058262572
200,0.005,F3,0.33726415094339623,0.02698114570541066
200,0.005,F4,0.2826961166796711,0.014273331407107737
200,0.005,F5,0.3316963809117113,0.017878754538453112
200,0.005,F6,0.2317404917107222,0.3800142570150995
200,0.005,F7,0.2792526521349026,0.08568325005431243
200,0.005,F8,0.25821218371145427,0.17933534743202417
200,0.005,A,0.31273995682262884,0.10675511847385559
200,0.005,T,0.2698119736993886,0.1480060917141407
200,0.01,F1,0.44987817612252,0.1284321844938523
200,0.01,F2,0.32124685340903003,0.008409918501820712
200,0.01,F3,0.3309577522559475,0.026330997616123675
200,0.01,F4,0.2780745453454174,0.016758162380814845
200,0.01,F5,0.32529091491406004,0.017108592804488953
200,0.01,F6,0.22619719755684442,0.37301535869353897
200,0.01,F7,0.2770887211695783,0.08563980013034977
200,0.01,F8,0.25735700990995525,0.17842900302114806
200,0.01,A,0.3082613963354191,0.10426550220526716
200,0.01,T,0.2678221248125505,0.14208359185515262
200,0.025,F1,0.4435549367676065,0.12820921195132828
200,0.025,F2,0.32119329441379685,0.0077596670712675175
200,0.025,F3,0.3215750615258408,0.025789207541717873
200,0.025,F4,0.2818558309825341,0.018780699219878683
200,0.025,F5,0.32336927511476465,0.014743096050170545
200,0.025,F6,0.21926807986449726,0.36310025273799496
200,0.025,F7,0.27476645379215703,0.08915924397132302
200,0.025,F8,0.2589164444891594,0.1941993957703928
200,0.025,A,0.3055624221187946,0.10521759678925921
200,0.025,T,0.26689929634329224,0.14213999661571441
200,0.05,F1,0.4448311869126349,0.13091673568197748
200,0.05,F2,0.3208719404423973,0.009623721172186572
200,0.05,F3,0.3189089417555373,0.028750993281803083
200,0.05,F4,0.301242422423624,0.02062987575845132
200,0.05,F5,0.3180847656667023,0.016943558147210935
200,0.05,F6,0.21829287070779657,0.37385781867668977
200,0.05,F7,0.27872486409457964,0.09502498370627854
200,0.05,F8,0.25866492278283615,0.2557099697885197
200,0.05,A,0.3074527393482635,0.11643220702663967
200,0.05,T,0.2675049025262429,0.14755485362964638
200,0.075,F1,0.44349692539737784,0.1338153787347901
200,0.075,F2,0.3203899094852981,0.010837523842552432
200,0.075,F3,0.31737079573420834,0.029617857400852432
200,0.075,F4,0.30118240201668567,0.03224501589136086
200,0.075,F5,0.3176043557168784,0.01903399713939924
200,0.075,F6,0.2195760406508238,0.3638131034929687
200,0.075,F7,0.27988599778329026,0.1003693243536824
200,0.075,F8,0.2584637054177775,0.27051359516616313
200,0.075,A,0.3072462665252925,0.12003072450272116
200,0.075,T,0.2675337409159072,0.14944441310846635
200,0.1,F1,0.44181459566074954,0.1348983882270498
200,0.1,F2,0.32022923249959834,0.011791225940697037
200,0.1,F3,0.3189602132895816,0.030304124828433143
200,0.1,F4,0.3035832182942201,0.04998555330829235
200,0.1,F5,0.3161631258674068,0.01941907800638132
200,0.1,F6,0.21870348508956527,0.3612857235435163
200,0.1,F7,0.28278883200506677,0.10414946773843148
200,0.1,F8,0.25851400975904215,0.2754078549848943
200,0.1,A,0.30759458905815384,0.12340517707221196
200,0.1,T,0.26689929634329224,0.1491341869253765
200,0.25,F1,0.43821789070657846,0.14098235331592024
200,0.25,F2,0.31969364254726584,0.014869082711981951
200,0.25,F3,0.3180885972108285,0.03655277035324711
200,0.25,F4,0.30184262649300764,0.04946547240681887
200,0.25,F5,0.3157360948008968,0.02123445923643963
200,0.25,F6,0.22024328902119794,0.360508068174454
200,0.25,F7,0.28479442655829423,0.10932000868998482
200,0.25,F8,0.2605764877508929,0.2821752265861027
200,0.25,A,0.3073991318861203,0.12688843018436868
200,0.25,T,0.2675625793055716,0.15824355575610582
200,0.5,F1,0.432010674092122,0.14499585908135315
200,0.5,F2,0.32338921321836,0.012788278134211906
200,0.5,F3,0.3166017227235439,0.039333959401863794
200,0.5,F4,0.3029229938178981,0.051488009245882704
200,0.5,F5,0.3150955482011316,0.02040928595004954
200,0.5,F6,0.2211671713801776,0.36543321884518176
200,0.5,F7,0.28701113632765085,0.10888550945035846
200,0.5,F8,0.2686754866945017,0.29190332326283985
200,0.5,A,0.3083592433069232,0.12940468042146763
200,0.5,T,0.26747606413657865,0.15449263917874667
200,0.75,F1,0.432416753683722,0.14499585908135315
200,0.75,F2,0.3254780140324568,0.01222472689439913
200,0.75,F3,0.3162428219852338,0.04095932962508131
200,0.75,F4,0.3001620550987336,0.05952036983530773
200,0.75,F5,0.3195793743994876,0.020574320607327556
200,0.75,F6,0.22091053739157218,0.3646555634761195
200,0.75,F7,0.290019528157492,0.11114490549641542
200,0.75,F8,0.26877609537703107,0.2861027190332326
200,0.75,A,0.3091981475157161,0.13002222425615456
200,0.75,T,0.2669858115122852,0.15937165096734163
225,0.005,F1,0.4629887457941757,0.1305663502580111
225,0.005,F2,0.3178190777141021,0.019117392058262572
225,0.005,F3,0.33726415094339623,0.026872787690529476
225,0.005,F4,0.27927495348418463,0.014504478474429372
225,0.005,F5,0.3276929646631792,0.017878754538453112
225,0.005,F6,0.23107324334034796,0.3800142570150995
225,0.005,F7,0.2791998733308704,0.08559635020638712
225,0.005,F8,0.25801096634639564,0.17933534743202417
225,0.005,A,0.31166549695208146,0.10673571470914955
225,0.005,T,0.2696389433614027,0.1480060917141407
225,0.01,F1,0.4484859032370344,0.12836847805313112
225,0.01,F2,0.321889561351829,0.008236518120339875
225,0.01,F3,0.3304963084495488,0.02611428158636131
225,0.01,F4,0.2786747494148011,0.019011846287200207
225,0.01,F5,0.32470374719760864,0.016173396413246777
225,0.01,F6,0.2261458707591233,0.37126563411314883
225,0.01,F7,0.276508154325223,0.08516185096676077
225,0.01,F8,0.2573067055686906,0.17764350453172206
225,0.01,A,0.30802637503798236,0.10399693875898887
225,0.01,T,0.26718768023993544,0.14208359185515262
225,0.025,F1,0.4437289708782921,0.12773141364591956
225,0.025,F2,0.32156820738042957,0.008366568406450448
225,0.025,F3,0.32065217391304346,0.026005923571480127
225,0.025,F4,0.28173579016865735,0.019763074255995328
225,0.025,F5,0.32416995836447104,0.015348223126856686
225,0.025,F6,0.21921675306677613,0.3633594711943491
225,0.025,F7,0.27481923259618934,0.08968064305887469
225,0.025,F8,0.2589164444891594,0.1961933534743202
225,0.025,A,0.3056009413571273,0.10580608384178077
225,0.025,T,0.2669281347329565,0.14030684189745612
225,0.05,F1,0.4442510732103492,0.13317831432757854
225,0.05,F2,0.3214075303947298,0.009840471649037674
225,0.05,F3,0.31880639868744876,0.02922054467962143
225,0.05,F4,0.3009423203889322,0.02097659635943372
225,0.05,F5,0.3175509768335646,0.01782374298602707
225,0.05,F6,0.21829287070779657,0.37405223251895536
225,0.05,F7,0.27914709452683806,0.096502281121008
225,0.05,F8,0.25866492278283615,0.2606042296072507
225,0.05,A,0.3073828984415619,0.11777480165611406
225,0.05,T,0.26733187218825705,0.14950081786902814
225,0.075,F1,0.44297482306532077,0.13579027839714597
225,0.075,F2,0.3195329655615661,0.011097624414773688
225,0.075,F3,0.31731952420016407,0.03062919887307669
225,0.075,F4,0.30076225916811716,0.03253394972551282
225,0.075,F5,0.3174442190669371,0.019584112663659337
225,0.075,F6,0.2197813478417081,0.35402760676560174
225,0.075,F7,0.28025544941151637,0.10197697154029983
225,0.075,F8,0.2587655314653654,0.2724471299093656
225,0.075,A,0.3071045149725869,0.11976085903617946
225,0.075,T,0.26744722574691426,0.14958542500987082
225,0.1,F1,0.44001624318366395,0.13805185704274703
225,0.1,F2,0.32006855551389857,0.010967574128663116
225,0.1,F3,0.3186525840853158,0.031532182330419656
225,0.1,F4,0.3035832182942201,0.049927766541462026
225,0.1,F5,0.315896231450838,0.019749147320937355
225,0.1,F6,0.21993532823487139,0.3570734236277623
225,0.1,F7,0.2829999472211959,0.104801216597871
225,0.1,F8,0.2585643141003069,0.27824773413897286
225,0.1,A,0.30746455276053886,0.12379386271610442
225,0.1,T,0.26629369016034143,0.1507699249816684
225,0.25,F1,0.43752175426383566,0.14088679365483847
225,0.25,F2,0.3218360023565958,0.015042483093462788
225,0.25,F3,0.31860131255127155,0.03727515711912155
225,0.25,F4,0.30154252445831586,0.050274487142444424
225,0.25,F5,0.3149887904345041,0.02106942457916161
225,0.25,F6,0.21993532823487139,0.36057287278854255
225,0.25,F7,0.2843721961260358,0.10932000868998482
225,0.25,F8,0.2632929221791841,0.28567975830815706
225,0.25,A,0.3077613538255768,0.12751512317196417
225,0.25,T,0.26779328642288613,0.15815894861526314
225,0.5,F1,0.4322427195730363,0.14521883162387716
225,0.5,F2,0.32338921321836,0.012918328420322478
225,0.5,F3,0.3174220672682526,0.04117604565484356
225,0.5,F4,0.3032831162595282,0.053626119618607304
225,0.5,F5,0.3160563681007793,0.02046429750247547
225,0.5,F6,0.22070523020068777,0.36413712656341135
225,0.5,F7,0.28695835752361853,0.10862480990658263
225,0.5,F8,0.26862518235323707,0.29329305135951667
225,0.5,A,0.3085852818121875,0.12993232633120458
225,0.5,T,0.26773560964355747,0.15564893677026337
225,0.75,F1,0.43166260587075067,0.14518697840351658
225,0.75,F2,0.32472818809919124,0.012398127275879967
225,0.75,F3,0.31608900738310086,0.041970671097305456
225,0.75,F4,0.30070223876117885,0.06027159780410285
225,0.75,F5,0.3192057222162913,0.021564528550995665
225,0.75,F6,0.22029461581891907,0.3653036096170047
225,0.75,F7,0.2890167308808782,0.11127525526830329
225,0.75,F8,0.2689773127420897,0.2870090634441088
225,0.75,A,0.30883455272154997,0.13062247893265216
225,0.75,T,0.26661091244664903,0.15880760336172373
250,0.005,F1,0.46177050701937583,0.1306300566987323
250,0.005,F2,0.3195329655615661,0.014478931853650123
250,0.005,F3,0.3352645611156686,0.026511594307592312
250,0.005,F4,0.27975511673969145,0.014504478474429372
250,0.005,F5,0.3271057969467279,0.017878754538453112
250,0.005,F6,0.23071395575630038,0.3804678893137191
250,0.005,F7,0.2785137488784504,0.08494460134694759
250,0.005,F8,0.2579103576638664,0.17722054380664654
250,0.005,A,0.3113208762102059,0.1058296062925213
250,0.005,T,0.2691775291267735,0.147921484573298
250,0.01,F1,0.44657152801949185,0.12833662483277064
250,0.01,F2,0.32226447431846184,0.008149817929599457
250,0.01,F3,0.3290607054963085,0.026186520262948765
250,0.01,F4,0.2795750555188764,0.019011846287200207
250,0.01,F5,0.32438347389772604,0.016173396413246777
250,0.01,F6,0.22609454396140227,0.37126563411314883
250,0.01,F7,0.2760859238929646,0.08516185096676077
250,0.01,F8,0.25816187937018964,0.1778851963746224
250,0.01,A,0.30777469805942764,0.10402136089753723
250,0.01,T,0.2669569731226208,0.14199898471430994
250,0.025,F1,0.44338090265692076,0.1276040007644773
250,0.025,F2,0.32167532537089605,0.008106467834229192
250,0.025,F3,0.32049835931091053,0.026330997616123675
250,0.025,F4,0.2814957085409039,0.019763074255995328
250,0.025,F5,0.32390306394790225,0.015513257784134704
250,0.025,F6,0.21839552430323872,0.36355388503661457
250,0.025,F7,0.274924790204254,0.09133174016945467
250,0.025,F8,0.25896674883042403,0.19613293051359515
250,0.025,A,0.30540505289568126,0.10604204424682807
250,0.025,T,0.2677067712538932,0.14019403237633254
250,0.05,F1,0.44367095950806357,0.13336943364974196
250,0.05,F2,0.32108617642333026,0.010143922316629084
250,0.05,F3,0.3177296964725185,0.029292783356208885
250,0.05,F4,0.3017826060860692,0.0319560820572089
250,0.05,F5,0.3173374613003096,0.017768731433601026
250,0.05,F6,0.21931940666221839,0.37405223251895536
250,0.05,F7,0.2792526521349026,0.09784922876384972
250,0.05,F8,0.25866492278283615,0.26132930513595165
250,0.05,A,0.30735548517128103,0.11947021490401832
250,0.05,T,0.26733187218825705,0.14983924643239888
250,0.075,F1,0.4422206752523494,0.13588583805822774
250,0.075,F2,0.319747201542499,0.011140974510143953
250,0.075,F3,0.3191140278917145,0.03077367622625149
250,0.075,F4,0.30070223876117885,0.032822883559664784
250,0.075,F5,0.3173908401836234,0.01947408955880736
250,0.075,F6,0.21983267463942924,0.34476054695094294
250,0.075,F7,0.2807832374518393,0.1021073213121877
250,0.075,F8,0.25866492278283615,0.27438066465256794
250,0.075,A,0.30730697731318374,0.11891824935359924
250,0.075,T,0.26730303379859266,0.15045969879857857
250,0.1,F1,0.4392620953706926,0.13888004077212202
250,0.1,F2,0.3198543195329656,0.01153112536847578
250,0.1,F3,0.3180885972108285,0.032688001155818824
250,0.1,F4,0.3037632795150351,0.050101126841953225
250,0.1,F5,0.314348243834739,0.0192540433491033
250,0.1,F6,0.21947338705538166,0.3569438143995852
250,0.1,F7,0.2831582836332929,0.10497501629372152
250,0.1,F8,0.25901705317168877,0.27824773413897286
250,0.1,A,0.30712065741557804,0.1240776127899691
250,0.1,T,0.2663225285500058,0.1520108297140279
250,0.25,F1,0.43723169741269285,0.141906096706377
250,0.25,F2,0.321889561351829,0.015085833188833053
250,0.25,F3,0.3179347826086957,0.03731127645741528
250,0.25,F4,0.29758117760038416,0.04923432533949723
250,0.25,F5,0.3150421693178179,0.021124436131587654
250,0.25,F6,0.21983267463942924,0.36037845894627696
250,0.25,F7,0.28479442655829423,0.10984140777753637
250,0.25,F8,0.2642487046632125,0.28803625377643505
250,0.25,A,0.30731939926904445,0.12786476104049482
250,0.25,T,0.2672165186295997,0.15852557955891478
250,0.5,F1,0.43090845805777933,0.14553736382748295
250,0.5,F2,0.3233356542231268,0.012961678515692743
250,0.5,F3,0.3177296964725185,0.04124828433143102
250,0.5,F4,0.30340315707340493,0.055013002022536894
250,0.5,F5,0.3155759581509555,0.02068434371217953
250,0.5,F6,0.21998665503259252,0.36374829887888016
250,0.5,F7,0.2889639520768459,0.10832066043884425
250,0.5,F8,0.26877609537703107,0.2926283987915408
250,0.5,A,0.3085849533080318,0.13001775381482356
250,0.5,T,0.26776444803322186,0.15443623441818488
250,0.75,F1,0.43259078779440774,0.14665222654010324
250,0.75,F2,0.3234963312088265,0.012268076989769394
250,0.75,F3,0.3156275635767022,0.04193455175901173
250,0.75,F4,0.30118240201668567,0.059751516902629254
250,0.75,F5,0.31904558556635,0.02106942457916161
250,0.75,F6,0.22080788379612992,0.36517400038882764
250,0.75,F7,0.2876444819760384,0.11079730610471428
250,0.75,F8,0.26907792142461895,0.28851963746223563
250,0.75,A,0.3086841196699699,0.1307708425908066
250,0.75,T,0.2664667204983274,0.15852557955891478
300,0.005,F1,0.4589279498781761,0.13037523093584757
300,0.005,F2,0.3199078785281988,0.011054274319403534
300,0.005,F3,0.33326497128794097,0.02625875893953622
300,0.005,F4,0.2791549126703079,0.014504478474429372
300,0.005,F5,0.3261983559303939,0.017108592804488953
300,0.005,F6,0.22819894266796692,0.3806623031559847
300,0.005,F7,0.277563730405869,0.08590049967412561
300,0.005,F8,0.2579103576638664,0.18018126888217523
300,0.005,A,0.31014088737909,0.1057556758982489
300,0.005,T,0.2684565693851655,0.14778047267189354
300,0.01,F1,0.44558533472560624,0.1284003312734917
300,0.01,F2,0.322318033313695,0.008063117738859038
300,0.01,F3,0.32895816242821985,0.0254280141587806
300,0.01,F4,0.2818558309825341,0.01958971395550424
300,0.01,F5,0.32267534963168576,0.014358015183188466
300,0.01,F6,0.22547862238874916,0.37133043872723737
300,0.01,F7,0.2752942418324801,0.08498805127091025
300,0.01,F8,0.2592182705367473,0.18785498489425978
300,0.01,A,0.3076729807299647,0.10500158340027893
300,0.01,T,0.266524397277656,0.14199898471430994
300,0.025,F1,0.44645550527903466,0.12903739568070327
300,0.025,F2,0.3213004124042633,0.00979712155366741
300,0.025,F3,0.31983182936833465,0.026908907028823204
300,0.025,F4,0.29836144289058275,0.020687662525281758
300,0.025,F5,0.32304900181488205,0.015953350203542715
300,0.025,F6,0.21870348508956527,0.3636186896507031
300,0.025,F7,0.27698316356151365,0.09350423636758631
300,0.025,F8,0.2588661401478948,0.19474320241691845
300,0.025,A,0.3079438725695089,0.10678132067840328
300,0.025,T,0.2677067712538932,0.14188617519318636
300,0.05,F1,0.4423366979928066,0.13397464483659294
300,0.05,F2,0.320818381447164,0.01070747355644186
300,0.05,F3,0.3172682526661198,0.029979050783789596
300,0.05,F4,0.3013024428305624,0.03201386882403934
300,0.05,F5,0.3169104302337995,0.018703927824843203
300,0.05,F6,0.2197300210439871,0.37398742790486683
300,0.05,F7,0.279674882567161,0.09984792526613073
300,0.05,F8,0.25866492278283615,0.2682175226586103
300,0.05,A,0.30708825394555456,0.12092898020691435
300,0.05,T,0.26672626600530625,0.14983924643239888
300,0.075,F1,0.4396681749622926,0.13763776517805948
300,0.075,F2,0.3202827914948315,0.011487775273105627
300,0.075,F3,0.3189089417555373,0.0318572563750632
300,0.075,F4,0.3036432387011584,0.05033227390927475
300,0.075,F5,0.3163766414006619,0.018593904719991228
300,0.075,F6,0.21962736744854483,0.3558421359600804
300,0.075,F7,0.2826304955929698,0.10506191614164673
300,0.075,F8,0.25896674883042403,0.281570996978852
300,0.075,A,0.30751305002330254,0.12404800306700918
300,0.075,T,0.26658207405698464,0.15060071069998304
300,0.1,F1,0.4367676064508643,0.13888004077212202
300,0.1,F2,0.3202827914948315,0.01192127622680772
300,0.1,F3,0.3186525840853158,0.03377158130463054
